Region,Country ,Exchange,Name,Forex,Symbol,ISIN,SEDOL,Close(local),Mcap(local),Mcap(USD),Industry,Supersector,1 Day Close,1 Week Close,2 Week Close,1 Month Close,2 Month Close,3 Month Close,1 Day Change %,1 Day Change % (USD),1 Week Change %,1 Week Change % (USD),2 Week Change %,2 Week Change % (USD),1 Month Change %,1 Month Change % (USD),2 Month Change %,2 Month Change % USD,3 Month Change %,3 Month Change % (USD),RecScore
Asia Pacific,JP,TSE,Mitsubishi UFJ Financial Group Inc.,JPY,8306.T,JP3902900004,6335171,476,5.50617E+12,55747349117,Financials,Banks,527,512,441,442,510,549,-0.096774194,-0.103587026,-0.0703125,-0.083913784,0.079365079,0.072972159,0.076923077,0.073379489,-0.066666667,-0.151334752,-0.132969035,-0.208374482,0.406487341
Asia Pacific,JP,TSE,Keiyo Bank Ltd.,JPY,8544.T,JP3281600001,6190648,398,1.15156E+11,1165896674,Financials,Banks,420,436,441,446,448,458,-0.052380952,-0.059528633,-0.087155963,-0.100510828,-0.097505669,-0.10285101,-0.107623318,-0.110559661,-0.111607143,-0.192198417,-0.131004367,-0.206580681,0.172305276
Asia Pacific,JP,TSE,Musashino Bank Ltd.,JPY,8336.T,JP3912800004,6611440,3040,1.04623E+11,1059258741,Financials,Banks,3240,3200,2850,2830,3130,3490,-0.061728395,-0.06880557,-0.05,-0.063898454,0.066666667,0.060348957,0.074204947,0.070670303,-0.028753994,-0.116861358,-0.128939828,-0.204695694,0.284123737
Asia Pacific,JP,TSE,Chiba Bank Ltd.,JPY,8331.T,JP3511800009,6190563,485,4.33906E+11,4393092796,Financials,Banks,524,517,466,459,513,550,-0.074427481,-0.08140887,-0.061895551,-0.075619975,0.040772532,0.034608189,0.05664488,0.053168017,-0.054580897,-0.140345353,-0.118181818,-0.194873305,0.240077121
Asia Pacific,JP,TSE,Joyo Bank Ltd.,JPY,8333.T,JP3394200004,6479767,454,3.56109E+11,3605440682,Financials,Banks,478,476,451,446,494,507,-0.050209205,-0.057373267,-0.046218487,-0.060172266,0.006651885,0.000689633,0.01793722,0.014587723,-0.08097166,-0.164342056,-0.104536489,-0.182414707,0.4123554
Asia Pacific,JP,TSE,Kiyo Holdings Inc.,JPY,8415.T,JP3253550002,B0W3DH4,123,91106461497,922410258,Financials,Banks,132,131,119,120,123,137,-0.068181818,-0.075210316,-0.061068702,-0.074805222,0.033613445,0.027491505,0.025,0.021627264,0,-0.090715806,-0.102189781,-0.18027209,0.270708648
Asia Pacific,JP,TSE,Iyo Bank Ltd.,JPY,8385.T,JP3149600003,6468282,995,3.17868E+11,3218265140,Financials,Banks,1060,1042,1007,1000,1072,1108,-0.061320755,-0.068401005,-0.045105566,-0.059075626,-0.011916584,-0.017768857,-0.005,-0.008274023,-0.071828358,-0.156028197,-0.10198556,-0.180085631,0.228330498
Asia Pacific,JP,TSE,Shiga Bank Ltd.,JPY,8366.T,JP3347600003,6804240,536,1.41912E+11,1436788266,Financials,Banks,561,544,516,515,541,588,-0.04456328,-0.051769928,-0.014705882,-0.029120688,0.03875969,0.032607269,0.040776699,0.037352049,-0.009242144,-0.099119542,-0.088435374,-0.167713901,0.362063525
Asia Pacific,JP,TSE,Chugoku Bank Ltd.,JPY,8382.T,JP3521000004,6195803,1258,2.92941E+11,2965885676,Financials,Banks,1338,1271,1214,1181,1274,1380,-0.059790732,-0.066882523,-0.010228167,-0.024708481,0.036243822,0.030106302,0.065198984,0.061693973,-0.01255887,-0.102135387,-0.088405797,-0.167686897,0.389726924
Asia Pacific,JP,TSE,Hyakujushi Bank Ltd.,JPY,8386.T,JP3794200000,6659707,463,1.42667E+11,1444436573,Financials,Banks,503,479,460,438,474,507,-0.079522863,-0.086465818,-0.033402923,-0.047544192,0.006521739,0.000560259,0.057077626,0.053599338,-0.023206751,-0.111817338,-0.08678501,-0.166207069,0.311430614
Asia Pacific,JP,TSE,Kagoshima Bank Ltd.,JPY,8390.T,JP3207800008,6480844,686,1.31322E+11,1329575647,Financials,Banks,724,711,682,680,697,745,-0.052486188,-0.059633075,-0.035161744,-0.049277282,0.005865103,-9.24886E-05,0.008823529,0.005504021,-0.015781923,-0.105066059,-0.079194631,-0.159276823,0.354582469
Asia Pacific,JP,TSE,Suruga Bank Ltd.,JPY,8358.T,JP3411000007,6864329,810,2.12438E+11,2150836185,Financials,Banks,884,866,861,751,800,878,-0.083710407,-0.090621777,-0.064665127,-0.078349032,-0.059233449,-0.064805472,0.078561917,0.075012936,0.0125,-0.079349754,-0.077448747,-0.157682779,0.338684785
Asia Pacific,JP,TSE,Sumitomo Mitsui Financial Group Inc.,JPY,8316.T,JP3890350006,6563024,3410,2.69018E+12,27236857885,Financials,Banks,3840,3800,3020,3130,3650,376000,-0.111979167,-0.118677311,-0.102631579,-0.115760036,0.129139073,0.146916147,0.089456869,0.10953956,-0.065753425,-0.131988863,-0.990930851,-0.153911383,0.380733407
Asia Pacific,JP,TSE,Yamaguchi Financial Group Inc.,JPY,8418.T,JP3935300008,B1DGKS9,927,2.45056E+11,2481075236,Financials,Banks,1006,963,868,853,1010,1000,-0.078528827,-0.08547928,-0.037383178,-0.051466216,0.06797235,0.061646907,0.086752638,0.083176706,-0.082178218,-0.16543916,-0.073,-0.153620937,0.281430579
Asia Pacific,JP,TSE,Hyakugo Bank Ltd.,JPY,8368.T,JP3793800008,6659666,504,1.31295E+11,1329295530,Financials,Banks,535,525,503,497,489,541,-0.057943925,-0.065049645,-0.04,-0.054044754,0.001988072,-0.003946556,0.014084507,0.010747687,0.030674847,-0.062823653,-0.068391867,-0.149413572,0.263656206
Asia Pacific,JP,TSE,Gunma Bank Ltd.,JPY,8334.T,JP3276400003,6398088,530,2.63992E+11,2672795779,Financials,Banks,573,550,519,501,529,566,-0.07504363,-0.082020371,-0.036363636,-0.050461591,0.021194605,0.015146219,0.057884232,0.05440329,0.001890359,-0.088996932,-0.06360424,-0.145042324,0.402044645
Asia Pacific,JP,TSE,Bank of Ikeda Ltd.,JPY,8375.T,JP3132400007,6457268,4150,1.07474E+11,1088119281,Financials,Banks,4440,4400,4170,3740,4120,4390,-0.065315315,-0.072365436,-0.056818182,-0.070616887,-0.004796163,-0.010690609,0.109625668,0.105974472,0.007281553,-0.084094805,-0.054669704,-0.136884822,0.322113891
Asia Pacific,JP,TSE,Awa Bank Ltd.,JPY,8388.T,JP3126800006,6068961,600,1.42002E+11,1437703836,Financials,Banks,630,612,571,543,590,630,-0.047619048,-0.054802646,-0.019607843,-0.033950933,0.050788091,0.044564428,0.104972376,0.101336493,0.016949153,-0.075304209,-0.047619048,-0.13044736,0.40091482
Asia Pacific,JP,TSE,Hiroshima Bank Ltd.,JPY,8379.T,JP3797000001,6075723,375,2.34209E+11,2371252681,Financials,Banks,393,382,367,356,388,388,-0.045801527,-0.052998835,-0.018324607,-0.032686472,0.021798365,0.015746404,0.053370787,0.049904696,-0.033505155,-0.121181513,-0.033505155,-0.117560948,0.388906943
Asia Pacific,JP,TSE,Daishi Bank Ltd.,JPY,8324.T,JP3483800003,6251147,387,1.43012E+11,1447927311,Financials,Banks,418,407,380,375,387,397,-0.074162679,-0.081146066,-0.049140049,-0.063051085,0.018421053,0.012389094,0.032,0.02860423,0,-0.090715806,-0.025188917,-0.109967971,0.409401697
Asia Pacific,JP,TSE,Resona Holdings Inc.,JPY,8308.T,JP3500610005,6421553,1310,7.42089E+11,7513307920,Financials,Banks,1419,1560,1373,1670,1416,134100,-0.076814658,-0.083778041,-0.16025641,-0.172541819,-0.045884924,-0.051536007,-0.215568862,-0.218150013,-0.074858757,-0.15878369,-0.990231171,-0.108076319,0.205133075
Asia Pacific,JP,TSE,Yamanashi Chuo Bank Ltd.,JPY,8360.T,JP3942000005,6985361,515,95123075000,963076588,Financials,Banks,547,544,518,493,530,525,-0.058500914,-0.065602434,-0.053308824,-0.06715887,-0.005791506,-0.011680057,0.044624746,0.041187435,-0.028301887,-0.116450264,-0.019047619,-0.104360781,0.282236252
Asia Pacific,JP,TSE,77 Bank Ltd.,JPY,8341.T,JP3352000008,6804165,487,1.83233E+11,1855149668,Financials,Banks,513,494,447,455,457,484,-0.050682261,-0.057842755,-0.01417004,-0.028592686,0.089485459,0.071978008,0.07032967,0.055918797,0.065645514,-0.040915768,0.006198347,-0.090687576,0.385738268
Asia Pacific,JP,TSE,Higo Bank Ltd.,JPY,8394.T,JP3783800000,6426042,569,1.3655E+11,1382504030,Financials,Banks,596,560,545,547,533,562,-0.045302013,-0.052503089,0.016071429,0.001206352,0.044036697,0.037853021,0.040219378,0.036796562,0.067542214,-0.029300738,0.012455516,-0.075597464,0.270540407
Asia Pacific,JP,TSE,Nanto Bank Ltd.,JPY,8367.OS,JP3653400006,6621524,535,1.48461E+11,1503094676,Financials,Banks,596,582,522,505,492,524,-0.102348993,-0.109119776,-0.080756014,-0.09420451,0.024904215,0.018833858,0.059405941,0.055919992,0.087398374,-0.011245846,0.020992366,-0.067803061,0.273703728
Asia Pacific,JP,TSE,San-In Godo Bank Ltd.,JPY,8381.T,JP3324000003,6772853,757,1.2953E+11,1311429355,Financials,Banks,805,773,730,684,697,724,-0.059627329,-0.066720352,-0.020698577,-0.03502571,0.036986301,0.030844384,0.106725146,0.103083495,0.086083214,-0.0124417,0.04558011,-0.045353707,0.396251849
Asia Pacific,JP,TSE,Ogaki Kyoritsu Bank Ltd.,JPY,8361.T,JP3176000002,6656485,452,1.35713E+11,1374025880,Financials,Banks,470,449,423,399,443,419,-0.038297872,-0.045551778,0.006681514,-0.008046188,0.06855792,0.062229008,0.13283208,0.129104525,0.020316027,-0.072242764,0.07875895,-0.015060422,0.277441188
Asia Pacific,JP,TSE,Hachijuni Bank Ltd.,JPY,8359.T,JP3769000005,6400626,571,3.00388E+11,3041287058,Financials,Banks,587,570,549,524,511,511,-0.02725724,-0.034594424,0.001754386,-0.012901233,0.04007286,0.033912661,0.089694656,0.086109043,0.11741683,0.016049461,0.11741683,0.020235392,0.340764703
Asia Pacific,JP,TSE,Hokkoku Bank Ltd.,JPY,8363.T,JP3851400006,6432362,351,1.05072E+11,1063805677,Financials,Banks,375,358,342,312,326,313,-0.064,-0.071060041,-0.019553073,-0.033896964,0.026315789,0.020237072,0.125,0.121298216,0.076687117,-0.020985423,0.121405751,0.023877398,0.316765812
Asia Pacific,JP,TSE,Nippon Paper Group Inc.,JPY,3893.T,JP3754300006,6334781,2390,2.68288E+11,2716290523,Basic Materials,Basic Resources,2635,2440,2235,2175,2690,358000,-0.092979127,-0.099820585,-0.020491803,-0.034821961,0.06935123,0.06301762,0.098850575,0.095234834,-0.111524164,-0.192122965,-0.993324022,-0.39046303,0.293711744
Asia Pacific,JP,TSE,Oji Paper Co. Ltd.,JPY,3861.T,JP3174410005,6657701,400,3.95253E+11,4001748811,Basic Materials,Basic Resources,435,396,367,352,431,525,-0.08045977,-0.087395659,0.01010101,-0.004676719,0.089918256,0.083462831,0.136363636,0.132624461,-0.071925754,-0.156116757,-0.238095238,-0.304357888,0.380589627
Asia Pacific,JP,TSE,Kobe Steel Ltd.,JPY,5406.T,JP3289800009,6496023,126,3.78328E+11,3830391198,Basic Materials,Basic Resources,142,127,118,114,137,162,-0.112676056,-0.119368944,-0.007874016,-0.022388772,0.06779661,0.061472208,0.105263158,0.101626317,-0.080291971,-0.163724026,-0.222222222,-0.289865344,0.259648387
Asia Pacific,JP,TSE,Daio Paper Corp.,JPY,3880.T,JP3440400004,6870898,871,1.01499E+11,1027634142,Basic Materials,Basic Resources,939,854,778,769,942,1114,-0.072417465,-0.079414015,0.019906323,0.004985143,0.119537275,0.112906421,0.132639792,0.128912869,-0.07537155,-0.159249965,-0.218132855,-0.286131627,0.286549502
Asia Pacific,JP,TSE,Maruichi Steel Tube Ltd.,JPY,5463.T,JP3871200006,6569505,2110,1.70344E+11,1724651859,Basic Materials,Basic Resources,2265,2240,2145,1989,2150,2475,-0.068432671,-0.075459278,-0.058035714,-0.071816607,-0.016317016,-0.072991778,0.06083459,0.002362056,-0.018604651,-0.15403582,-0.147474747,-0.262094467,0.234581945
Asia Pacific,JP,TSE,Mitsui Mining & Smelting Co. Ltd.,JPY,5706.T,JP3888400003,6597346,162,92791358892,939469055,Basic Materials,Basic Resources,159,157,141,137,165,187,0.018867925,0.01118283,0.031847134,0.01675126,0.14893617,0.14213119,0.182481752,0.178590825,-0.018181818,-0.107248245,-0.13368984,-0.209032598,0.307322374
Asia Pacific,JP,TSE,Yamato Kogyo Co. Ltd.,JPY,5444.T,JP3940400009,6985446,2100,1.12235E+11,1136322585,Basic Materials,Basic Resources,2320,2200,2055,1947,2225,2380,-0.094827586,-0.101655102,-0.045454545,-0.0594195,0.02189781,0.015845259,0.078582435,0.075033386,-0.056179775,-0.141799187,-0.117647059,-0.194385054,0.351650138
Asia Pacific,JP,TSE,Nisshin Steel Co. Ltd.,JPY,5407.T,JP3676000007,6641641,165,1.35118E+11,1368007544,Basic Materials,Basic Resources,177,176,177,149,153,182,-0.06779661,-0.074828014,-0.0625,-0.07621558,-0.06779661,-0.073317914,0.10738255,0.103738736,0.078431373,-0.019399399,-0.093406593,-0.172252775,0.260927581
Asia Pacific,JP,TSE,Nippon Steel Corp.,JPY,5401.T,JP3381000003,6642569,263,1.65493E+12,16755368568,Basic Materials,Basic Resources,285,269,250,251,269,290,-0.077192982,-0.084153512,-0.022304833,-0.036608466,0.052,0.045769159,0.047808765,0.044360976,-0.022304833,-0.110997238,-0.093103448,-0.171975994,0.245097386
Asia Pacific,JP,TSE,Sumitomo Metal Industries Ltd.,JPY,5405.T,JP3402200004,6858827,197,7.41403E+11,7506354513,Basic Materials,Basic Resources,218,207,190,179,184,217,-0.096330275,-0.103146456,-0.048309179,-0.06223237,0.036842105,0.030701042,0.100558659,0.096937299,0.070652174,-0.026472901,-0.092165899,-0.171119983,0.419888208
Asia Pacific,JP,TSE,Daido Steel Co. Ltd.,JPY,5471.T,JP3491000000,6250627,243,94855709990,960369643,Basic Materials,Basic Resources,278,262,248,208,252,267,-0.125899281,-0.132492428,-0.072519084,-0.086088085,-0.02016129,-0.025964731,0.168269231,0.16442507,-0.035714286,-0.123190241,-0.08988764,-0.169039864,0.286918919
Asia Pacific,JP,TSE,JFE Holdings Inc.,JPY,5411.T,JP3386030005,6543792,2145,1.22561E+12,12408693931,Basic Materials,Basic Resources,2395,2210,2100,2005,2285,2335,-0.104384134,-0.111139566,-0.029411765,-0.043611424,0.021428571,0.0153788,0.069825436,0.066305203,-0.061269147,-0.146426873,-0.08137045,-0.161263411,0.382551863
Asia Pacific,JP,TSE,Sumitomo Metal Mining Co. Ltd.,JPY,5713.T,JP3402600005,6858849,941,5.42657E+11,5494144948,Basic Materials,Basic Resources,1010,1018,900,998,856,942,-0.068316832,-0.075344312,-0.075638507,-0.089161871,0.045555556,0.039362884,-0.057114228,-0.06021677,0.099299065,-0.000424735,-0.001061571,-0.087938974,0.178099208
Asia Pacific,JP,TSE,Toyota Tsusho Corp.,JPY,8015.T,JP3635000007,6900580,946,2.20422E+11,2231673078,Basic Materials,Basic Resources,1035,944,844,768,822,945,-0.085990338,-0.092884511,0.002118644,-0.012542304,0.120853081,0.114214433,0.231770833,0.227717723,0.150851582,0.046451153,0.001058201,-0.086003558,0.505438088
Asia Pacific,JP,TSE,Tokyo Steel Manufacturing Co. Ltd.,JPY,5423.T,JP3579800008,6895879,983,1.10278E+11,1116513177,Basic Materials,Basic Resources,1050,989,1009,948,891,932,-0.063809524,-0.070871002,-0.006066734,-0.02060793,-0.025768087,-0.031538319,0.036919831,0.033507873,0.10325477,0.003172124,0.05472103,-0.03700777,0.267198327
Asia Pacific,JP,TSE,Dowa Holdings Co. Ltd.,JPY,5714.T,JP3638600001,6278306,367,1.10064E+11,1114342428,Basic Materials,Basic Resources,413,407,375,298,292,325,-0.111380145,-0.118082808,-0.098280098,-0.111472217,-0.021333333,-0.027129832,0.231543624,0.227491262,0.256849315,0.142833217,0.129230769,0.031021877,0.352562909
Asia Pacific,JP,TSE,Hitachi Metals Ltd.,JPY,5486.T,JP3786200000,6429201,689,1.12789E+11,1141933465,Basic Materials,Basic Resources,712,673,713,560,469,411,-0.032303371,-0.039602492,0.023774146,0.008796379,-0.033660589,-0.039384075,0.230357143,0.226308684,0.469083156,0.335814094,0.676399027,0.53060306,0.393605686
Asia Pacific,JP,TSE,Mitsubishi Rayon Co. Ltd.,JPY,3404.T,JP3903600009,6597164,189,1.08178E+11,1095246712,Basic Materials,Chemicals,215,193,188,176,220,268,-0.120930233,-0.127560861,-0.020725389,-0.03505213,0.005319149,-0.000635208,0.073863636,0.070330115,-0.140909091,-0.218842215,-0.294776119,-0.356109248,0.30289007
Asia Pacific,JP,TSE,UBE Industries Ltd.,JPY,4208.T,JP3158800007,6910705,178,1.79551E+11,1817870584,Basic Materials,Chemicals,195,174,178,156,198,247,-0.087179487,-0.09406469,0.022988506,0.008022233,0,-0.005922853,0.141025641,0.137271125,-0.101010101,-0.182562694,-0.279352227,-0.342026767,0.329052401
Asia Pacific,JP,TSE,Mitsui Chemicals Inc.,JPY,4183.T,JP3888300005,6597368,239,1.84415E+11,1867113600,Basic Materials,Chemicals,260,253,249,209,263,328,-0.080769231,-0.087702785,-0.055335968,-0.069156358,-0.040160643,-0.04584563,0.14354067,0.139777878,-0.091254753,-0.173692311,-0.271341463,-0.334712698,0.352389848
Asia Pacific,JP,TSE,DIC Corp.,JPY,4631.T,JP3493400000,6250821,144,1.00397E+11,1016469713,Basic Materials,Chemicals,155,142,134,138,147,187,-0.070967742,-0.077975226,0.014084507,-0.000751501,0.074626866,0.068262009,0.043478261,0.040044722,-0.020408163,-0.109272626,-0.229946524,-0.296917865,0.256447223
Asia Pacific,JP,TSE,Denki Kagaku Kogyo K.K.,JPY,4061.T,JP3549600009,6309820,177,89243161935,903545222,Basic Materials,Chemicals,182,177,162,158,191,217,-0.027472527,-0.034808087,0,-0.014629953,0.092592593,0.086121328,0.120253165,0.116566999,-0.073298429,-0.157364909,-0.184331797,-0.255270238,0.31673472
Asia Pacific,JP,TSE,Daicel Chemical Industries Ltd.,JPY,4202.T,JP3485800001,6250542,353,1.25863E+11,1274304913,Basic Materials,Chemicals,384,372,357,326,400,423,-0.080729167,-0.087663023,-0.051075269,-0.064957992,-0.011204482,-0.031992955,0.082822086,0.06286389,-0.1175,-0.209746743,-0.165484634,-0.249636926,0.273402
Asia Pacific,JP,TSE,Tokuyama Corp.,JPY,4043.T,JP3625000009,6895761,625,1.61351E+11,1633599717,Basic Materials,Chemicals,653,613,611,525,545,746,-0.04287902,-0.050098372,0.019575856,0.00465951,0.022913257,0.016854692,0.19047619,0.186558958,0.146788991,0.042757103,-0.162198391,-0.235061769,0.32634848
Asia Pacific,JP,TSE,Teijin Ltd.,JPY,3401.T,JP3544000007,6880507,213,2.1078E+11,2134049765,Basic Materials,Chemicals,228,222,215,169,220,251,-0.065789474,-0.072836017,-0.040540541,-0.054577387,-0.009302326,-0.015170082,0.26035503,0.256207863,-0.031818182,-0.119647576,-0.151394422,-0.225197418,0.490971139
Asia Pacific,JP,TSE,Kaneka Corp.,JPY,4118.T,JP3215800008,6483360,484,1.56696E+11,1586472692,Basic Materials,Chemicals,511,482,439,469,486,570,-0.052837573,-0.05998181,0.004149378,-0.01054128,0.102505695,0.095975716,0.031982942,0.028587228,-0.004115226,-0.094457716,-0.150877193,-0.224725172,0.399616884
Asia Pacific,JP,TSE,Mitsubishi Chemical Holdings Corp.,JPY,4188.T,JP3897700005,B0JQTJ0,336,4.62453E+11,4682119748,Basic Materials,Chemicals,362,358,326,325,373,393,-0.071823204,-0.078824237,-0.061452514,-0.075183419,0.030674847,0.024570311,0.033846154,0.030444309,-0.09919571,-0.180912897,-0.145038168,-0.219393966,0.368230806
Asia Pacific,JP,TSE,Tosoh Corp.,JPY,4042.T,JP3595200001,6900289,186,1.11649E+11,1130390961,Basic Materials,Chemicals,202,178,161,149,192,217,-0.079207921,-0.086153252,0.04494382,0.029656342,0.155279503,0.148436953,0.248322148,0.244214576,-0.03125,-0.119130937,-0.142857143,-0.217402623,0.452127485
Asia Pacific,JP,TSE,Nagase & Co. Ltd.,JPY,8012.T,JP3647800006,6619820,761,96957488000,981649161,Basic Materials,Chemicals,829,781,761,778,804,871,-0.082026538,-0.088950608,-0.025608195,-0.0398635,0,-0.005922853,-0.0218509,-0.025069474,-0.053482587,-0.139346677,-0.126291619,-0.202277799,0.38909733
Asia Pacific,JP,TSE,Toray Industries Inc.,JPY,3402.T,JP3621000003,6897143,395,5.53321E+11,5602110985,Basic Materials,Chemicals,426,398,384,366,395,452,-0.072769953,-0.079763844,-0.007537688,-0.022057365,0.028645833,0.022553315,0.079234973,0.075683777,0,-0.090715806,-0.126106195,-0.202108501,0.386361124
Asia Pacific,JP,TSE,Nippon Shokubai Co. Ltd.,JPY,4114.T,JP3715200006,6470588,622,91216040867,923519697,Basic Materials,Chemicals,661,640,605,599,606,688,-0.059001513,-0.066099257,-0.028125,-0.042343485,0.028099174,0.022009893,0.038397329,0.034980508,0.02640264,-0.066708303,-0.095930233,-0.174556935,0.421041115
Asia Pacific,JP,TSE,Asahi Kasei Corp.,JPY,3407.T,JP3111200006,6054603,355,4.71104E+11,4769710263,Basic Materials,Chemicals,369,359,335,300,375,390,-0.037940379,-0.045196982,-0.011142061,-0.025609006,0.059701493,0.053425036,0.183333333,0.179439605,-0.053333333,-0.139210963,-0.08974359,-0.168908342,0.287054841
Asia Pacific,JP,TSE,Taiyo Nippon Sanso Corp.,JPY,4091.T,JP3711600001,6640541,641,2.20038E+11,2227780375,Basic Materials,Chemicals,695,626,595,622,589,684,-0.077697842,-0.084654563,0.023961661,0.008981151,0.077310924,0.07093017,0.030546624,0.027155636,0.088285229,-0.010439442,-0.062865497,-0.144367829,0.344071251
Asia Pacific,JP,TSE,Showa Denko K.K.,JPY,4004.T,JP3368000000,6805469,121,1.50975E+11,1528550613,Basic Materials,Chemicals,131,119,121,115,122,127,-0.076335878,-0.083302872,0.016806723,0.001930889,0,-0.005922853,0.052173913,0.048711761,-0.008196721,-0.098168955,-0.047244094,-0.130105016,0.451859381
Asia Pacific,JP,TSE,Nissan Chemical Industries Ltd.,JPY,4021.T,JP3670800006,6641588,821,1.47591E+11,1494291562,Basic Materials,Chemicals,872,828,819,641,690,855,-0.058486239,-0.065587869,-0.008454106,-0.022960376,0.002442002,-0.003495314,0.280811232,0.276596755,0.189855072,0.08191641,-0.039766082,-0.123277365,0.486939352
Asia Pacific,JP,TSE,Tokai Carbon Co. Ltd.,JPY,5301.T,JP3560800009,6894003,394,85810482976,868790955,Basic Materials,Chemicals,407,389,367,319,331,370,-0.031941032,-0.039242887,0.01285347,-0.001964527,0.073569482,0.046030247,0.235109718,0.206613396,0.190332326,0.060869259,0.064864865,-0.047042198,0.381619179
Asia Pacific,JP,TSE,Air Water Inc.,JPY,4088.T,JP3160670000,6441465,862,1.50006E+11,1518736587,Basic Materials,Chemicals,908,811,808,810,735,789,-0.050660793,-0.057821449,0.062885327,0.047335364,0.066831683,0.060512995,0.064197531,0.060695816,0.172789116,0.066398605,0.09252218,-0.002494177,0.410253603
Asia Pacific,JP,TSE,Sumitomo Chemical Co. Ltd.,JPY,4005.T,JP3401400001,6858560,333,5.50574E+11,5574306619,Basic Materials,Chemicals,353,340,328,288,289,302,-0.056657224,-0.06377265,-0.020588235,-0.034916983,0.015243902,0.009230762,0.15625,0.152445388,0.152249135,0.047721926,0.102649007,0.006751923,0.293218396
Asia Pacific,JP,TSE,JSR Corp.,JPY,4185.T,JP3385980002,6470986,1145,2.40943E+11,2439439605,Basic Materials,Chemicals,1267,1166,1126,1159,1114,995,-0.09629045,-0.103106931,-0.018010292,-0.032376754,0.01687389,0.010851095,-0.012079379,-0.015330107,0.027827648,-0.065412565,0.150753769,0.050673027,0.401486144
Asia Pacific,JP,TSE,Mitsubishi Gas Chemical Co. Inc.,JPY,4182.T,JP3896800004,6596923,420,1.94212E+11,1966300763,Basic Materials,Chemicals,453,417,399,382,363,362,-0.072847682,-0.079840987,0.007194245,-0.00754096,0.052631579,0.046396997,0.09947644,0.09585864,0.157024793,0.052064356,0.160220994,0.05931689,0.36575934
Asia Pacific,JP,TSE,Shin-Etsu Chemical Co. Ltd.,JPY,4063.T,JP3371200001,6804585,4770,1.94269E+12,19668793564,Basic Materials,Chemicals,5120,4830,4660,4350,4260,4070,-0.068359375,-0.075386534,-0.01242236,-0.026870574,0.02360515,0.017542487,0.096551724,0.092943548,0.11971831,0.018142161,0.171990172,0.070062506,0.293584869
Asia Pacific,JP,TSE,Nitto Denko Corp.,JPY,6988.T,JP3684000007,6641801,2005,3.33769E+11,3379257132,Basic Materials,Chemicals,2165,2140,2015,1753,1689,1706,-0.073903002,-0.080888347,-0.063084112,-0.076791147,-0.004962779,-0.010856238,0.143753565,0.139990073,0.187092954,0.07940486,0.175263775,0.073051405,0.349782566
Asia Pacific,JP,TSE,Kansai Paint Co. Ltd.,JPY,4613.T,JP3229400001,6483746,547,1.45351E+11,1471607114,Basic Materials,Chemicals,589,565,544,493,460,455,-0.071307301,-0.078312224,-0.031858407,-0.046022273,0.005514706,-0.00044081,0.109533469,0.105882576,0.189130435,0.081257509,0.202197802,0.097642987,0.243876352
Asia Pacific,JP,TSE,Kuraray Co. Ltd.,JPY,3405.T,JP3269600007,6497662,835,2.90767E+11,2943876791,Basic Materials,Chemicals,871,859,854,714,719,690,-0.041331803,-0.048562825,-0.027939464,-0.042160664,-0.022248244,-0.028039324,0.169467787,0.165619683,0.161335188,0.05598373,0.210144928,0.104898952,0.306899447
Asia Pacific,JP,TSE,Hitachi Chemical Co. Ltd.,JPY,4217.T,JP3785000005,6429126,1178,1.19401E+11,1208875823,Basic Materials,Chemicals,1256,1187,1163,993,986,922,-0.062101911,-0.069176268,-0.00758214,-0.022101165,0.012897678,0.006898435,0.186304129,0.182400626,0.194726166,0.08634562,0.277657267,0.166539763,0.369999207
Asia Pacific,JP,TSE,Haseko Corp.,JPY,1808.T,JP3768600003,6414401,46,58490797726,592191936,Industrials,Construction & Materials,51,52,45,34,85,94,-0.098039216,-0.104842506,-0.115384615,-0.128326496,0.022222222,0.016167751,0.352941176,0.348489358,-0.458823529,-0.507916789,-0.510638298,-0.553197951,0.32264734
Asia Pacific,JP,TSE,Daito Trust Construction Co. Ltd.,JPY,1878.T,JP3486800000,6250508,3300,2.9958E+11,3033104864,Industrials,Construction & Materials,3650,3560,3260,3100,3910,4680,-0.095890411,-0.102709909,-0.073033708,-0.086595181,0.012269939,0.006274413,0.064516129,0.061013365,-0.15601023,-0.232573442,-0.294871795,-0.356196603,0.365837759
Asia Pacific,JP,TSE,Taisei Corp.,JPY,1801.T,JP3443600006,6870100,188,2.00125E+11,2026168366,Industrials,Construction & Materials,201,191,177,171,202,244,-0.064676617,-0.071731554,-0.015706806,-0.030106969,0.062146893,0.055855953,0.099415205,0.095797606,-0.069306931,-0.153735503,-0.229508197,-0.296517659,0.388280932
Asia Pacific,JP,TSE,Kajima Corp.,JPY,1812.T,JP3210200006,6481320,242,2.45846E+11,2489074327,Industrials,Construction & Materials,252,236,217,204,242,310,-0.03968254,-0.046926001,0.025423729,0.010421829,0.115207373,0.108602164,0.18627451,0.182371104,0,-0.090715806,-0.219354839,-0.287247336,0.468850935
Asia Pacific,JP,TSE,Shimizu Corp.,JPY,1803.T,JP3358800005,6804400,409,2.97603E+11,3013091362,Industrials,Construction & Materials,422,420,390,356,412,520,-0.030805687,-0.038116105,-0.026190476,-0.040437263,0.048717949,0.042506546,0.148876404,0.145096056,-0.007281553,-0.097336807,-0.213461538,-0.281866574,0.436037947
